dimension,dataset,extraction,scaling,exp_var_ratio,whitening,model,metric,score,date
valence,pmemo,librosa,standard,None,True,NaiveMean,rmse,0.162,2019-11-30_10-42-14
valence,pmemo,librosa,standard,None,True,Lasso,rmse,0.162,2019-11-30_10-42-14
valence,pmemo,librosa,standard,None,True,ElasticNet,rmse,0.162,2019-11-30_10-42-14
valence,pmemo,librosa,standard,None,True,Ridge,rmse,0.19,2019-11-30_10-42-14
valence,pmemo,librosa,standard,None,True,kNN,rmse,0.175,2019-11-30_10-42-14
valence,pmemo,librosa,standard,None,True,SVRrbf,rmse,0.165,2019-11-30_10-42-14
valence,pmemo,librosa,standard,None,True,SVRpoly,rmse,0.183,2019-11-30_10-42-14
valence,pmemo,librosa,standard,None,True,SVRlin,rmse,0.185,2019-11-30_10-42-14
valence,pmemo,librosa,standard,None,True,DecTree,rmse,0.163,2019-11-30_10-42-14
valence,pmemo,librosa,standard,None,True,RandFor,rmse,0.163,2019-11-30_10-42-14
arousal,pmemo,librosa,standard,None,True,NaiveMean,rmse,0.184,2019-11-30_10-42-14
arousal,pmemo,librosa,standard,None,True,Lasso,rmse,0.184,2019-11-30_10-42-14
arousal,pmemo,librosa,standard,None,True,ElasticNet,rmse,0.184,2019-11-30_10-42-14
arousal,pmemo,librosa,standard,None,True,Ridge,rmse,0.164,2019-11-30_10-42-14
arousal,pmemo,librosa,standard,None,True,kNN,rmse,0.186,2019-11-30_10-42-14
arousal,pmemo,librosa,standard,None,True,SVRrbf,rmse,0.175,2019-11-30_10-42-14
arousal,pmemo,librosa,standard,None,True,SVRpoly,rmse,0.16,2019-11-30_10-42-14
arousal,pmemo,librosa,standard,None,True,SVRlin,rmse,0.16,2019-11-30_10-42-14
arousal,pmemo,librosa,standard,None,True,DecTree,rmse,0.146,2019-11-30_10-42-14
arousal,pmemo,librosa,standard,None,True,RandFor,rmse,0.186,2019-11-30_10-42-14
valence,deam,librosa,standard,None,True,NaiveMean,rmse,0.145,2019-11-30_10-42-14
valence,deam,librosa,standard,None,True,Lasso,rmse,0.145,2019-11-30_10-42-14
valence,deam,librosa,standard,None,True,ElasticNet,rmse,0.145,2019-11-30_10-42-14
valence,deam,librosa,standard,None,True,Ridge,rmse,0.141,2019-11-30_10-42-14
valence,deam,librosa,standard,None,True,kNN,rmse,0.158,2019-11-30_10-42-14
valence,deam,librosa,standard,None,True,SVRrbf,rmse,0.126,2019-11-30_10-42-14
valence,deam,librosa,standard,None,True,SVRpoly,rmse,0.155,2019-11-30_10-42-14
valence,deam,librosa,standard,None,True,SVRlin,rmse,0.191,2019-11-30_10-42-14
valence,deam,librosa,standard,None,True,DecTree,rmse,0.128,2019-11-30_10-42-14
valence,deam,librosa,standard,None,True,RandFor,rmse,0.144,2019-11-30_10-42-14
arousal,deam,librosa,standard,None,True,NaiveMean,rmse,0.161,2019-11-30_10-42-14
arousal,deam,librosa,standard,None,True,Lasso,rmse,0.161,2019-11-30_10-42-14
arousal,deam,librosa,standard,None,True,ElasticNet,rmse,0.161,2019-11-30_10-42-14
arousal,deam,librosa,standard,None,True,Ridge,rmse,0.194,2019-11-30_10-42-14
arousal,deam,librosa,standard,None,True,kNN,rmse,0.176,2019-11-30_10-42-14
arousal,deam,librosa,standard,None,True,SVRrbf,rmse,0.132,2019-11-30_10-42-14
arousal,deam,librosa,standard,None,True,SVRpoly,rmse,0.189,2019-11-30_10-42-14
arousal,deam,librosa,standard,None,True,SVRlin,rmse,0.209,2019-11-30_10-42-14
arousal,deam,librosa,standard,None,True,DecTree,rmse,0.141,2019-11-30_10-42-14
arousal,deam,librosa,standard,None,True,RandFor,rmse,0.159,2019-11-30_10-42-14
valence,pmemo_agg,librosa,standard,None,True,NaiveMean,rmse,0.162,2019-11-30_10-42-14
valence,pmemo_agg,librosa,standard,None,True,Lasso,rmse,0.162,2019-11-30_10-42-14
valence,pmemo_agg,librosa,standard,None,True,ElasticNet,rmse,0.162,2019-11-30_10-42-14
valence,pmemo_agg,librosa,standard,None,True,Ridge,rmse,0.119,2019-11-30_10-42-14
valence,pmemo_agg,librosa,standard,None,True,kNN,rmse,0.14,2019-11-30_10-42-14
valence,pmemo_agg,librosa,standard,None,True,SVRrbf,rmse,0.127,2019-11-30_10-42-14
valence,pmemo_agg,librosa,standard,None,True,SVRpoly,rmse,0.12,2019-11-30_10-42-14
valence,pmemo_agg,librosa,standard,None,True,SVRlin,rmse,0.12,2019-11-30_10-42-14
valence,pmemo_agg,librosa,standard,None,True,DecTree,rmse,0.132,2019-11-30_10-42-14
valence,pmemo_agg,librosa,standard,None,True,RandFor,rmse,0.147,2019-11-30_10-42-14
arousal,pmemo_agg,librosa,standard,None,True,NaiveMean,rmse,0.184,2019-11-30_10-42-14
arousal,pmemo_agg,librosa,standard,None,True,Lasso,rmse,0.184,2019-11-30_10-42-14
arousal,pmemo_agg,librosa,standard,None,True,ElasticNet,rmse,0.184,2019-11-30_10-42-14
arousal,pmemo_agg,librosa,standard,None,True,Ridge,rmse,0.105,2019-11-30_10-42-14
arousal,pmemo_agg,librosa,standard,None,True,kNN,rmse,0.139,2019-11-30_10-42-14
arousal,pmemo_agg,librosa,standard,None,True,SVRrbf,rmse,0.125,2019-11-30_10-42-14
arousal,pmemo_agg,librosa,standard,None,True,SVRpoly,rmse,0.106,2019-11-30_10-42-14
arousal,pmemo_agg,librosa,standard,None,True,SVRlin,rmse,0.106,2019-11-30_10-42-14
arousal,pmemo_agg,librosa,standard,None,True,DecTree,rmse,0.127,2019-11-30_10-42-14
arousal,pmemo_agg,librosa,standard,None,True,RandFor,rmse,0.168,2019-11-30_10-42-14
valence,deam_agg,librosa,standard,None,True,NaiveMean,rmse,0.145,2019-11-30_10-42-14
valence,deam_agg,librosa,standard,None,True,Lasso,rmse,0.145,2019-11-30_10-42-14
valence,deam_agg,librosa,standard,None,True,ElasticNet,rmse,0.145,2019-11-30_10-42-14
valence,deam_agg,librosa,standard,None,True,Ridge,rmse,0.103,2019-11-30_10-42-14
valence,deam_agg,librosa,standard,None,True,kNN,rmse,0.117,2019-11-30_10-42-14
valence,deam_agg,librosa,standard,None,True,SVRrbf,rmse,0.11,2019-11-30_10-42-14
valence,deam_agg,librosa,standard,None,True,SVRpoly,rmse,0.104,2019-11-30_10-42-14
valence,deam_agg,librosa,standard,None,True,SVRlin,rmse,0.104,2019-11-30_10-42-14
valence,deam_agg,librosa,standard,None,True,DecTree,rmse,0.117,2019-11-30_10-42-14
valence,deam_agg,librosa,standard,None,True,RandFor,rmse,0.133,2019-11-30_10-42-14
arousal,deam_agg,librosa,standard,None,True,NaiveMean,rmse,0.162,2019-11-30_10-42-14
arousal,deam_agg,librosa,standard,None,True,Lasso,rmse,0.162,2019-11-30_10-42-14
arousal,deam_agg,librosa,standard,None,True,ElasticNet,rmse,0.162,2019-11-30_10-42-14
arousal,deam_agg,librosa,standard,None,True,Ridge,rmse,0.113,2019-11-30_10-42-14
arousal,deam_agg,librosa,standard,None,True,kNN,rmse,0.124,2019-11-30_10-42-14
arousal,deam_agg,librosa,standard,None,True,SVRrbf,rmse,0.115,2019-11-30_10-42-14
arousal,deam_agg,librosa,standard,None,True,SVRpoly,rmse,0.112,2019-11-30_10-42-14
arousal,deam_agg,librosa,standard,None,True,SVRlin,rmse,0.112,2019-11-30_10-42-14
arousal,deam_agg,librosa,standard,None,True,DecTree,rmse,0.134,2019-11-30_10-42-14
arousal,deam_agg,librosa,standard,None,True,RandFor,rmse,0.147,2019-11-30_10-42-14
valence,minideam,librosa,standard,None,True,NaiveMean,rmse,0.145,2019-11-30_10-42-14
valence,minideam,librosa,standard,None,True,Lasso,rmse,0.145,2019-11-30_10-42-14
valence,minideam,librosa,standard,None,True,ElasticNet,rmse,0.145,2019-11-30_10-42-14
valence,minideam,librosa,standard,None,True,Ridge,rmse,0.279,2019-11-30_10-42-14
valence,minideam,librosa,standard,None,True,kNN,rmse,0.15,2019-11-30_10-42-14
valence,minideam,librosa,standard,None,True,SVRrbf,rmse,0.141,2019-11-30_10-42-14
valence,minideam,librosa,standard,None,True,SVRpoly,rmse,0.252,2019-11-30_10-42-14
valence,minideam,librosa,standard,None,True,SVRlin,rmse,0.259,2019-11-30_10-42-14
valence,minideam,librosa,standard,None,True,DecTree,rmse,0.143,2019-11-30_10-42-14
valence,minideam,librosa,standard,None,True,RandFor,rmse,0.145,2019-11-30_10-42-14
arousal,minideam,librosa,standard,None,True,NaiveMean,rmse,0.162,2019-11-30_10-42-14
arousal,minideam,librosa,standard,None,True,Lasso,rmse,0.162,2019-11-30_10-42-14
arousal,minideam,librosa,standard,None,True,ElasticNet,rmse,0.162,2019-11-30_10-42-14
arousal,minideam,librosa,standard,None,True,Ridge,rmse,0.276,2019-11-30_10-42-14
arousal,minideam,librosa,standard,None,True,kNN,rmse,0.168,2019-11-30_10-42-14
arousal,minideam,librosa,standard,None,True,SVRrbf,rmse,0.156,2019-11-30_10-42-14
arousal,minideam,librosa,standard,None,True,SVRpoly,rmse,0.286,2019-11-30_10-42-14
arousal,minideam,librosa,standard,None,True,SVRlin,rmse,0.326,2019-11-30_10-42-14
arousal,minideam,librosa,standard,None,True,DecTree,rmse,0.164,2019-11-30_10-42-14
arousal,minideam,librosa,standard,None,True,RandFor,rmse,0.162,2019-11-30_10-42-14
valence,minideam_agg,librosa,standard,None,True,NaiveMean,rmse,0.145,2019-11-30_10-42-14
valence,minideam_agg,librosa,standard,None,True,Lasso,rmse,0.145,2019-11-30_10-42-14
valence,minideam_agg,librosa,standard,None,True,ElasticNet,rmse,0.145,2019-11-30_10-42-14
valence,minideam_agg,librosa,standard,None,True,Ridge,rmse,0.104,2019-11-30_10-42-14
valence,minideam_agg,librosa,standard,None,True,kNN,rmse,0.122,2019-11-30_10-42-14
valence,minideam_agg,librosa,standard,None,True,SVRrbf,rmse,0.112,2019-11-30_10-42-14
valence,minideam_agg,librosa,standard,None,True,SVRpoly,rmse,0.104,2019-11-30_10-42-14
valence,minideam_agg,librosa,standard,None,True,SVRlin,rmse,0.105,2019-11-30_10-42-14
valence,minideam_agg,librosa,standard,None,True,DecTree,rmse,0.121,2019-11-30_10-42-14
valence,minideam_agg,librosa,standard,None,True,RandFor,rmse,0.13,2019-11-30_10-42-14
arousal,minideam_agg,librosa,standard,None,True,NaiveMean,rmse,0.162,2019-11-30_10-42-14
arousal,minideam_agg,librosa,standard,None,True,Lasso,rmse,0.162,2019-11-30_10-42-14
arousal,minideam_agg,librosa,standard,None,True,ElasticNet,rmse,0.162,2019-11-30_10-42-14
arousal,minideam_agg,librosa,standard,None,True,Ridge,rmse,0.121,2019-11-30_10-42-14
arousal,minideam_agg,librosa,standard,None,True,kNN,rmse,0.135,2019-11-30_10-42-14
arousal,minideam_agg,librosa,standard,None,True,SVRrbf,rmse,0.126,2019-11-30_10-42-14
arousal,minideam_agg,librosa,standard,None,True,SVRpoly,rmse,0.125,2019-11-30_10-42-14
arousal,minideam_agg,librosa,standard,None,True,SVRlin,rmse,0.125,2019-11-30_10-42-14
arousal,minideam_agg,librosa,standard,None,True,DecTree,rmse,0.147,2019-11-30_10-42-14
arousal,minideam_agg,librosa,standard,None,True,RandFor,rmse,0.15,2019-11-30_10-42-14
valence,pmemobal,librosa,standard,None,True,NaiveMean,rmse,0.158,2019-11-30_10-42-14
valence,pmemobal,librosa,standard,None,True,Lasso,rmse,0.158,2019-11-30_10-42-14
valence,pmemobal,librosa,standard,None,True,ElasticNet,rmse,0.158,2019-11-30_10-42-14
valence,pmemobal,librosa,standard,None,True,Ridge,rmse,5.34412E+12,2019-11-30_10-42-14
valence,pmemobal,librosa,standard,None,True,kNN,rmse,0.159,2019-11-30_10-42-14
valence,pmemobal,librosa,standard,None,True,SVRrbf,rmse,0.158,2019-11-30_10-42-14
valence,pmemobal,librosa,standard,None,True,SVRpoly,rmse,3.71846E+12,2019-11-30_10-42-14
valence,pmemobal,librosa,standard,None,True,SVRlin,rmse,3.72036E+12,2019-11-30_10-42-14
valence,pmemobal,librosa,standard,None,True,DecTree,rmse,0.185,2019-11-30_10-42-14
valence,pmemobal,librosa,standard,None,True,RandFor,rmse,0.159,2019-11-30_10-42-14
arousal,pmemobal,librosa,standard,None,True,NaiveMean,rmse,0.182,2019-11-30_10-42-14
arousal,pmemobal,librosa,standard,None,True,Lasso,rmse,0.182,2019-11-30_10-42-14
arousal,pmemobal,librosa,standard,None,True,ElasticNet,rmse,0.182,2019-11-30_10-42-14
arousal,pmemobal,librosa,standard,None,True,Ridge,rmse,2.46652E+12,2019-11-30_10-42-14
arousal,pmemobal,librosa,standard,None,True,kNN,rmse,0.189,2019-11-30_10-42-14
arousal,pmemobal,librosa,standard,None,True,SVRrbf,rmse,0.183,2019-11-30_10-42-14
arousal,pmemobal,librosa,standard,None,True,SVRpoly,rmse,2.47914E+12,2019-11-30_10-42-14
arousal,pmemobal,librosa,standard,None,True,SVRlin,rmse,2.48502E+12,2019-11-30_10-42-14
arousal,pmemobal,librosa,standard,None,True,DecTree,rmse,0.17,2019-11-30_10-42-14
arousal,pmemobal,librosa,standard,None,True,RandFor,rmse,0.181,2019-11-30_10-42-14
valence,deambal,librosa,standard,None,True,NaiveMean,rmse,0.137,2019-11-30_10-42-14
valence,deambal,librosa,standard,None,True,Lasso,rmse,0.137,2019-11-30_10-42-14
valence,deambal,librosa,standard,None,True,ElasticNet,rmse,0.137,2019-11-30_10-42-14
valence,deambal,librosa,standard,None,True,Ridge,rmse,0.258,2019-11-30_10-42-14
valence,deambal,librosa,standard,None,True,kNN,rmse,0.147,2019-11-30_10-42-14
valence,deambal,librosa,standard,None,True,SVRrbf,rmse,0.134,2019-11-30_10-42-14
valence,deambal,librosa,standard,None,True,SVRpoly,rmse,0.275,2019-11-30_10-42-14
valence,deambal,librosa,standard,None,True,SVRlin,rmse,0.302,2019-11-30_10-42-14
valence,deambal,librosa,standard,None,True,DecTree,rmse,0.139,2019-11-30_10-42-14
valence,deambal,librosa,standard,None,True,RandFor,rmse,0.138,2019-11-30_10-42-14
arousal,deambal,librosa,standard,None,True,NaiveMean,rmse,0.156,2019-11-30_10-42-14
arousal,deambal,librosa,standard,None,True,Lasso,rmse,0.156,2019-11-30_10-42-14
arousal,deambal,librosa,standard,None,True,ElasticNet,rmse,0.156,2019-11-30_10-42-14
arousal,deambal,librosa,standard,None,True,Ridge,rmse,0.305,2019-11-30_10-42-14
arousal,deambal,librosa,standard,None,True,kNN,rmse,0.16,2019-11-30_10-42-14
arousal,deambal,librosa,standard,None,True,SVRrbf,rmse,0.146,2019-11-30_10-42-14
arousal,deambal,librosa,standard,None,True,SVRpoly,rmse,0.325,2019-11-30_10-42-14
arousal,deambal,librosa,standard,None,True,SVRlin,rmse,0.33,2019-11-30_10-42-14
arousal,deambal,librosa,standard,None,True,DecTree,rmse,0.152,2019-11-30_10-42-14
arousal,deambal,librosa,standard,None,True,RandFor,rmse,0.156,2019-11-30_10-42-14
valence,pmemobal_agg,librosa,standard,None,True,NaiveMean,rmse,0.163,2019-11-30_10-42-14
valence,pmemobal_agg,librosa,standard,None,True,Lasso,rmse,0.163,2019-11-30_10-42-14
valence,pmemobal_agg,librosa,standard,None,True,ElasticNet,rmse,0.163,2019-11-30_10-42-14
valence,pmemobal_agg,librosa,standard,None,True,Ridge,rmse,0.133,2019-11-30_10-42-14
valence,pmemobal_agg,librosa,standard,None,True,kNN,rmse,0.154,2019-11-30_10-42-14
valence,pmemobal_agg,librosa,standard,None,True,SVRrbf,rmse,0.141,2019-11-30_10-42-14
valence,pmemobal_agg,librosa,standard,None,True,SVRpoly,rmse,0.137,2019-11-30_10-42-14
valence,pmemobal_agg,librosa,standard,None,True,SVRlin,rmse,0.135,2019-11-30_10-42-14
valence,pmemobal_agg,librosa,standard,None,True,DecTree,rmse,0.16,2019-11-30_10-42-14
valence,pmemobal_agg,librosa,standard,None,True,RandFor,rmse,0.159,2019-11-30_10-42-14
arousal,pmemobal_agg,librosa,standard,None,True,NaiveMean,rmse,0.181,2019-11-30_10-42-14
arousal,pmemobal_agg,librosa,standard,None,True,Lasso,rmse,0.181,2019-11-30_10-42-14
arousal,pmemobal_agg,librosa,standard,None,True,ElasticNet,rmse,0.181,2019-11-30_10-42-14
arousal,pmemobal_agg,librosa,standard,None,True,Ridge,rmse,0.109,2019-11-30_10-42-14
arousal,pmemobal_agg,librosa,standard,None,True,kNN,rmse,0.152,2019-11-30_10-42-14
arousal,pmemobal_agg,librosa,standard,None,True,SVRrbf,rmse,0.144,2019-11-30_10-42-14
arousal,pmemobal_agg,librosa,standard,None,True,SVRpoly,rmse,0.114,2019-11-30_10-42-14
arousal,pmemobal_agg,librosa,standard,None,True,SVRlin,rmse,0.117,2019-11-30_10-42-14
arousal,pmemobal_agg,librosa,standard,None,True,DecTree,rmse,0.139,2019-11-30_10-42-14
arousal,pmemobal_agg,librosa,standard,None,True,RandFor,rmse,0.171,2019-11-30_10-42-14
valence,deambal_agg,librosa,standard,None,True,NaiveMean,rmse,0.14,2019-11-30_10-42-14
valence,deambal_agg,librosa,standard,None,True,Lasso,rmse,0.14,2019-11-30_10-42-14
valence,deambal_agg,librosa,standard,None,True,ElasticNet,rmse,0.14,2019-11-30_10-42-14
valence,deambal_agg,librosa,standard,None,True,Ridge,rmse,0.112,2019-11-30_10-42-14
valence,deambal_agg,librosa,standard,None,True,kNN,rmse,0.125,2019-11-30_10-42-14
valence,deambal_agg,librosa,standard,None,True,SVRrbf,rmse,0.116,2019-11-30_10-42-14
valence,deambal_agg,librosa,standard,None,True,SVRpoly,rmse,0.112,2019-11-30_10-42-14
valence,deambal_agg,librosa,standard,None,True,SVRlin,rmse,0.112,2019-11-30_10-42-14
valence,deambal_agg,librosa,standard,None,True,DecTree,rmse,0.127,2019-11-30_10-42-14
valence,deambal_agg,librosa,standard,None,True,RandFor,rmse,0.135,2019-11-30_10-42-14
arousal,deambal_agg,librosa,standard,None,True,NaiveMean,rmse,0.157,2019-11-30_10-42-14
arousal,deambal_agg,librosa,standard,None,True,Lasso,rmse,0.157,2019-11-30_10-42-14
arousal,deambal_agg,librosa,standard,None,True,ElasticNet,rmse,0.157,2019-11-30_10-42-14
arousal,deambal_agg,librosa,standard,None,True,Ridge,rmse,0.124,2019-11-30_10-42-14
arousal,deambal_agg,librosa,standard,None,True,kNN,rmse,0.132,2019-11-30_10-42-14
arousal,deambal_agg,librosa,standard,None,True,SVRrbf,rmse,0.124,2019-11-30_10-42-14
arousal,deambal_agg,librosa,standard,None,True,SVRpoly,rmse,0.124,2019-11-30_10-42-14
arousal,deambal_agg,librosa,standard,None,True,SVRlin,rmse,0.125,2019-11-30_10-42-14
arousal,deambal_agg,librosa,standard,None,True,DecTree,rmse,0.15,2019-11-30_10-42-14
arousal,deambal_agg,librosa,standard,None,True,RandFor,rmse,0.148,2019-11-30_10-42-14
categorical,dixon,librosa,standard,None,True,kNN,accuracy,0.37,2019-11-30_10-42-14
categorical,dixon_agg,librosa,standard,None,True,kNN,accuracy,0.46,2019-11-30_10-42-14
valence,pmdeamo,librosa,standard,None,True,NaiveMean,rmse,0.159,2019-11-30_10-42-14
valence,pmdeamo,librosa,standard,None,True,Lasso,rmse,0.159,2019-11-30_10-42-14
valence,pmdeamo,librosa,standard,None,True,ElasticNet,rmse,0.159,2019-11-30_10-42-14
valence,pmdeamo,librosa,standard,None,True,Ridge,rmse,0.136,2019-11-30_10-42-14
valence,pmdeamo,librosa,standard,None,True,kNN,rmse,0.164,2019-11-30_10-42-14
valence,pmdeamo,librosa,standard,None,True,SVRrbf,rmse,0.133,2019-11-30_10-42-14
valence,pmdeamo,librosa,standard,None,True,SVRpoly,rmse,0.129,2019-11-30_10-42-14
valence,pmdeamo,librosa,standard,None,True,SVRlin,rmse,0.135,2019-11-30_10-42-14
valence,pmdeamo,librosa,standard,None,True,DecTree,rmse,0.131,2019-11-30_10-42-14
valence,pmdeamo,librosa,standard,None,True,RandFor,rmse,0.156,2019-11-30_10-42-14
arousal,pmdeamo,librosa,standard,None,True,NaiveMean,rmse,0.182,2019-11-30_10-42-14
arousal,pmdeamo,librosa,standard,None,True,Lasso,rmse,0.182,2019-11-30_10-42-14
arousal,pmdeamo,librosa,standard,None,True,ElasticNet,rmse,0.182,2019-11-30_10-42-14
arousal,pmdeamo,librosa,standard,None,True,Ridge,rmse,0.144,2019-11-30_10-42-14
arousal,pmdeamo,librosa,standard,None,True,kNN,rmse,0.184,2019-11-30_10-42-14
arousal,pmdeamo,librosa,standard,None,True,SVRrbf,rmse,0.142,2019-11-30_10-42-14
arousal,pmdeamo,librosa,standard,None,True,SVRpoly,rmse,0.164,2019-11-30_10-42-14
arousal,pmdeamo,librosa,standard,None,True,SVRlin,rmse,0.161,2019-11-30_10-42-14
arousal,pmdeamo,librosa,standard,None,True,DecTree,rmse,0.142,2019-11-30_10-42-14
arousal,pmdeamo,librosa,standard,None,True,RandFor,rmse,0.176,2019-11-30_10-42-14
valence,pmdeamo_agg,librosa,standard,None,True,NaiveMean,rmse,0.159,2019-11-30_10-42-14
valence,pmdeamo_agg,librosa,standard,None,True,Lasso,rmse,0.159,2019-11-30_10-42-14
valence,pmdeamo_agg,librosa,standard,None,True,ElasticNet,rmse,0.159,2019-11-30_10-42-14
valence,pmdeamo_agg,librosa,standard,None,True,Ridge,rmse,0.109,2019-11-30_10-42-14
valence,pmdeamo_agg,librosa,standard,None,True,kNN,rmse,0.123,2019-11-30_10-42-14
valence,pmdeamo_agg,librosa,standard,None,True,SVRrbf,rmse,0.116,2019-11-30_10-42-14
valence,pmdeamo_agg,librosa,standard,None,True,SVRpoly,rmse,0.11,2019-11-30_10-42-14
valence,pmdeamo_agg,librosa,standard,None,True,SVRlin,rmse,0.11,2019-11-30_10-42-14
valence,pmdeamo_agg,librosa,standard,None,True,DecTree,rmse,0.123,2019-11-30_10-42-14
valence,pmdeamo_agg,librosa,standard,None,True,RandFor,rmse,0.144,2019-11-30_10-42-14
arousal,pmdeamo_agg,librosa,standard,None,True,NaiveMean,rmse,0.182,2019-11-30_10-42-14
arousal,pmdeamo_agg,librosa,standard,None,True,Lasso,rmse,0.182,2019-11-30_10-42-14
arousal,pmdeamo_agg,librosa,standard,None,True,ElasticNet,rmse,0.182,2019-11-30_10-42-14
arousal,pmdeamo_agg,librosa,standard,None,True,Ridge,rmse,0.119,2019-11-30_10-42-14
arousal,pmdeamo_agg,librosa,standard,None,True,kNN,rmse,0.129,2019-11-30_10-42-14
arousal,pmdeamo_agg,librosa,standard,None,True,SVRrbf,rmse,0.122,2019-11-30_10-42-14
arousal,pmdeamo_agg,librosa,standard,None,True,SVRpoly,rmse,0.12,2019-11-30_10-42-14
arousal,pmdeamo_agg,librosa,standard,None,True,SVRlin,rmse,0.12,2019-11-30_10-42-14
arousal,pmdeamo_agg,librosa,standard,None,True,DecTree,rmse,0.136,2019-11-30_10-42-14
arousal,pmdeamo_agg,librosa,standard,None,True,RandFor,rmse,0.166,2019-11-30_10-42-14
valence,pmdeamobal,librosa,standard,None,True,NaiveMean,rmse,0.153,2019-11-30_10-42-14
valence,pmdeamobal,librosa,standard,None,True,Lasso,rmse,0.153,2019-11-30_10-42-14
valence,pmdeamobal,librosa,standard,None,True,ElasticNet,rmse,0.153,2019-11-30_10-42-14
valence,pmdeamobal,librosa,standard,None,True,Ridge,rmse,0.263,2019-11-30_10-42-14
valence,pmdeamobal,librosa,standard,None,True,kNN,rmse,0.16,2019-11-30_10-42-14
valence,pmdeamobal,librosa,standard,None,True,SVRrbf,rmse,0.146,2019-11-30_10-42-14
valence,pmdeamobal,librosa,standard,None,True,SVRpoly,rmse,0.322,2019-11-30_10-42-14
valence,pmdeamobal,librosa,standard,None,True,SVRlin,rmse,0.398,2019-11-30_10-42-14
valence,pmdeamobal,librosa,standard,None,True,DecTree,rmse,0.157,2019-11-30_10-42-14
valence,pmdeamobal,librosa,standard,None,True,RandFor,rmse,0.152,2019-11-30_10-42-14
arousal,pmdeamobal,librosa,standard,None,True,NaiveMean,rmse,0.176,2019-11-30_10-42-14
arousal,pmdeamobal,librosa,standard,None,True,Lasso,rmse,0.176,2019-11-30_10-42-14
arousal,pmdeamobal,librosa,standard,None,True,ElasticNet,rmse,0.176,2019-11-30_10-42-14
arousal,pmdeamobal,librosa,standard,None,True,Ridge,rmse,0.268,2019-11-30_10-42-14
arousal,pmdeamobal,librosa,standard,None,True,kNN,rmse,0.179,2019-11-30_10-42-14
arousal,pmdeamobal,librosa,standard,None,True,SVRrbf,rmse,0.16,2019-11-30_10-42-14
arousal,pmdeamobal,librosa,standard,None,True,SVRpoly,rmse,0.232,2019-11-30_10-42-14
arousal,pmdeamobal,librosa,standard,None,True,SVRlin,rmse,0.301,2019-11-30_10-42-14
arousal,pmdeamobal,librosa,standard,None,True,DecTree,rmse,0.162,2019-11-30_10-42-14
arousal,pmdeamobal,librosa,standard,None,True,RandFor,rmse,0.173,2019-11-30_10-42-14
valence,pmdeamobal_agg,librosa,standard,None,True,NaiveMean,rmse,0.144,2019-11-30_10-42-14
valence,pmdeamobal_agg,librosa,standard,None,True,Lasso,rmse,0.144,2019-11-30_10-42-14
valence,pmdeamobal_agg,librosa,standard,None,True,ElasticNet,rmse,0.144,2019-11-30_10-42-14
valence,pmdeamobal_agg,librosa,standard,None,True,Ridge,rmse,0.121,2019-11-30_10-42-14
valence,pmdeamobal_agg,librosa,standard,None,True,kNN,rmse,0.132,2019-11-30_10-42-14
valence,pmdeamobal_agg,librosa,standard,None,True,SVRrbf,rmse,0.122,2019-11-30_10-42-14
valence,pmdeamobal_agg,librosa,standard,None,True,SVRpoly,rmse,0.121,2019-11-30_10-42-14
valence,pmdeamobal_agg,librosa,standard,None,True,SVRlin,rmse,0.121,2019-11-30_10-42-14
valence,pmdeamobal_agg,librosa,standard,None,True,DecTree,rmse,0.134,2019-11-30_10-42-14
valence,pmdeamobal_agg,librosa,standard,None,True,RandFor,rmse,0.138,2019-11-30_10-42-14
arousal,pmdeamobal_agg,librosa,standard,None,True,NaiveMean,rmse,0.163,2019-11-30_10-42-14
arousal,pmdeamobal_agg,librosa,standard,None,True,Lasso,rmse,0.163,2019-11-30_10-42-14
arousal,pmdeamobal_agg,librosa,standard,None,True,ElasticNet,rmse,0.163,2019-11-30_10-42-14
arousal,pmdeamobal_agg,librosa,standard,None,True,Ridge,rmse,0.141,2019-11-30_10-42-14
arousal,pmdeamobal_agg,librosa,standard,None,True,kNN,rmse,0.143,2019-11-30_10-42-14
arousal,pmdeamobal_agg,librosa,standard,None,True,SVRrbf,rmse,0.134,2019-11-30_10-42-14
arousal,pmdeamobal_agg,librosa,standard,None,True,SVRpoly,rmse,0.142,2019-11-30_10-42-14
arousal,pmdeamobal_agg,librosa,standard,None,True,SVRlin,rmse,0.142,2019-11-30_10-42-14
arousal,pmdeamobal_agg,librosa,standard,None,True,DecTree,rmse,0.155,2019-11-30_10-42-14
arousal,pmdeamobal_agg,librosa,standard,None,True,RandFor,rmse,0.161,2019-11-30_10-42-14
valence,pmemo,librosa,standard,0.85,True,NaiveMean,rmse,0.162,2019-11-30_13-55-39
valence,pmemo,librosa,standard,0.85,True,Lasso,rmse,0.162,2019-11-30_13-55-39
valence,pmemo,librosa,standard,0.85,True,ElasticNet,rmse,0.162,2019-11-30_13-55-39
valence,pmemo,librosa,standard,0.85,True,Ridge,rmse,0.119,2019-11-30_13-55-39
valence,pmemo,librosa,standard,0.85,True,kNN,rmse,0.151,2019-11-30_13-55-39
valence,pmemo,librosa,standard,0.85,True,SVRrbf,rmse,0.125,2019-11-30_13-55-39
valence,pmemo,librosa,standard,0.85,True,SVRpoly,rmse,0.122,2019-11-30_13-55-39
